@relation C__Users_sky_Dropbox_FAU_Summer2016_Homework3_spam

@attribute text string
@attribute @@class@@ {Normal,Spam}

@data
'Dear friend,\r\n\r\nI got your e-mail contacts from computerised datas after my extensive search via the website for a God-fearing and trust-worthy person to  bestow this transaction which is the only hope of our survival into his or her hands.When i got your address,I prayed and meditated fervently over it and i commited it into the hands of God that you should be the rightful person to help us out before I made up my decision to contact you.I am The Manager of Auditing Department of Our Bank,Ouagadougou Burkina Faso.\r\n\r\nIn my department we discovered an abandoned sum of USD$15.m(Fifteen   million  united states dollars). In an account that belongs to this our foreign customer who died along with his wife and and children in the plane crash.Since we got information about his death, we have been expecting his next of kin to come over and claim his money because we cannot release it unless somebody applies for it as the next of kin or relation to the deceased, as indicated in our banking guidelines buunfortunately we learnt that all his supposed next of kin or relation died alongside with him in the plane crash leaving nobody behind for the claim.\r\n\r\nIt is therefore upon this discovery that I decided to make this business proposals to you and release the money to you as next of kin or relation to the deceased for safety and subsequent disbursement since nobody is coming for it because I don\'t want this money to go into the bank treasury as unclaimed Bill. The banking law and guidelines here stipulates that if such money remains unclaimed after five years, the money will be transferred into the bank treasury as unclaimed fund.The request of foreigner in this transaction is necessary because our late customer was a foreigner and a Burkinabe cannot stand as next of kin to a foreigner,I agree that 30\% of this money will be for you as foreigner partner in respect to the provision of a foreign account. 10\% will be set aside for expenses incurred during the business and 60\% would be for me , after which I shallvisit your country for disbursement according to the percentages indicated.Therefore to enable the immediate transfer of this fund to you as I have arranged,you will furnished me with a good receiving account details where the money will betransfered,your private tel and fax number for easy communication.\r\n\r\nUpon receipt of your reply, I will send to you by fax or e-mail a text of the application which you shall retype and fax to our foreign remittance manager,for easy execution of the transaction.\r\nI will not fail to bring to your notice that this transaction is 100\% hitch-free on both side. As all required arrangement have been made for the transfer and more so all the documents backing this claim will be supplied to you after you might have applied.Please I would like you you keep this transaction confidential and as a top secret as you may wish to know that I am a senior Bank official.\r\n\r\n',Spam
'Hello Professor Hill,\r\n\r\nI\'m in the midst of the term project I have most of it done. I was wondering\r\nwhere I stand in your class. I\'m having a rough time with all of this. I am\r\ncurious to know I will have a chance to pass your class or not.\r\n\r\n',Normal
'Do not ignore me please,\r\nI found your email somewhere and now deciaded to write you.\r\naI am coming to your place in few weeks and thought we \r\ncan meet eabch other.a Lbet me know if you do not miand.\r\naI am a nice pretty girl. bDon\'t reply to this email. \r\nEmail bmae direclty at tuici@adsloga.info\r\n',Spam
'Pateep & Jason,\r\n\r\nThe RALPToDB tool will populate the two new fields in the DB. Based on\r\nour earlier discussion I was going to supply you with the TestIDs once\r\nall of the data was processed and populated in the DB. But since you\r\nhave made changes to support report-generation based on TransactionID\r\nalone the only point that needs to be cleared/resolved is \'when\' will\r\nJason call your SDs. Since I generate a report\r\n(report_<TransactionID>.txt) file on completion of my processing, that\r\nwould be a good indication that the data is in the DB.\r\n\r\nRegards,\r\nAnish\r\n\r\n',Normal
'Macromedia Studio 8\r\nRetail price:  $999.00\r\nProposition:  $99.95\r\nYour benefit:  $899.05 (90\%)\r\nAvailability: Can be downloaded INSTANTLY.\r\n',Spam
'Hey,\r\n I had a few quetsions. You may remember how my test was blank at the \r\nend because I was using wordpad. I was just wondering if there is any \r\nextra credit I can do to make up for that. I saw that you said the \r\ngroup project has extra credit if you can do it by yourself so I will \r\ndo that. If I use MySQL for my term project would that also give me \r\nmore extra credit? Thanks for the quick responses. Let me know if there \r\nis any other makeup available\r\n\r\n',Normal
'Dearest Beloved,\r\n\r\nThank you for the attention beeing given to go through my mail.I am \r\nMrs.Farah al-Hashemi, The wife of iraq military finance corps Chief,\r\nwho was incharge of the payment of the military salary during his life service \r\ntime . I am 58 years old, i am now receiving treatment in the hospital. \r\nIt\'s quite obvious that I won\'t live Longer according to my doctor as i am\r\nsufering from my kidney transplant illness,this is because my illness \r\nhas gotten to a very bad stage.\r\n\r\nMy late husband died from the British and American attacks over my \r\ncountry,and during the period of our marriage we had two male children Musa\r\nand Idris.After the death of my husband , I inherited some money which my \r\nlate husband deposited with a Security Finance Company in Thailand for \r\nsafety.The doctor has advised me that I may not live long, so I now decided to\r\ncontact you to assist my two sons to claim this money From where it was \r\ndeposited and guide them for investment as you are a potential business man. \r\n\r\nMy family will be interested in doing business in your country, thefore\r\ni would like to seek your assistance and help.I am interested \r\nparticularly in properties , but your advise on other areas of private sector would be \r\nhighly appreciated, i am in believe that you would be of great help in\r\nguiding my two sons to a sucessful exploration of the investment \r\npotentials of your country , which guarantees good capital returns and human \r\nsecurity .As a result of this, i can take you in\r\nconfidence bassically due of the source of the fund , hereby believing\r\nthat your assistance will be profitable to us. \r\n\r\nThe amount in question is USD$12 Million .I will appreciate your \r\nwillingness to carry this transactions the gratification remark which will be\r\ndetermined as soon as i hear from you.As i have maped out 20\%, for your assistance \r\nand 5\% would be used for the re-embursement of any expenses that is \r\nencurred during on the process of this transaction .\r\n\r\nLastly, I honestly pray that this money when transferred to your\r\ncountry will be used for the said purpose of investing in the industry, because \r\nI have come to find out that wealth acquisition without Allah is vanity \r\nupon vanity.\r\nI await your urgent reply to enable me up-date you with more\r\ninformation and how to proced.\r\nDo feel free to ask me any question if you wish to as my husbands death \r\nhas blocked every trace of this money from us,the documentations relating \r\nto the deposit of this fund are all intact with my first son for your\r\nverification.I await to hearing from you soonest.\r\n\r\nYours Sincerely. \r\n',Spam
'Hi, Everyone,\r\n\r\nNow, it\'s time to turn what you have learned in the class into some extra\r\n$$$.\r\n\r\nPlease refer to the following message for someone who is needing an FAU\r\nstudent to do some basic PHP programming..They directed this email to me,\r\nbut please contact them directly.\r\n\r\nGood luck..\r\n\r\nHill\r\n\r\n+++++++++++++++++++++++++\r\nI am looking for a student to do some part time work remotely.\r\nIn PHP and MySQL\r\n\r\nNeed some one to do some basic programming with PHP.\r\n\r\nGo to\r\nhttp://www.voiceshot.com/docs/ivrapiv4/\r\nand choose PHP\r\nThis has the documentation of what needs to be done.\r\n\r\nAlso visit:\r\nhttp://www.voiceshot.com/\r\nto learn more.\r\n\r\nThank You,\r\nGonzalo Paternoster\r\n561-602-9728\r\n',Normal
'Dear,\r\n\r\nDon\'t miss the unique opportunity to recover your health for less buying from our online pharmacy! \r\n\r\nWe get our products straight from the USA manufacturers thus making the prices stay low no matter what. No fraud - only the most qualitative drugs by major pharmaceutical companies here!\r\n\r\nLeave the poor health in the year 2007 - make your order right now! The lowest prices on generic pharmaceutical products are waiting for you at http://nuik.hk! \r\n\r\nJoanna Vann\r\n',Spam
'Hi, Everyone,\r\n\r\nThis is a kind reminder that we will have final exam on Dec. 1 (Friday) from\r\n7:00PM - 10:PM.\r\n\r\nThe final exam is for regular students, video conferencing students, as well\r\nas FEEDS students!!!\r\n\r\nThis is an open book online quiz, you should find a place where you can\r\naccess internet. I will send you all the questions before 7:00PM, I will\r\nalso post the questions online. Please check the course website, if you did\r\nnot receive my email on time.\r\n\r\n\r\nNov. 30 (Tuesday) is reading day, NO CLASS!\r\n\r\nFor those who worry about whether you can pass this course or not, I will do\r\nwhatever to help you, but if you do not participant in this final exam, I\r\nwill not be able to help :-)\r\n\r\nThanks\r\n\r\n',Normal
'United States for alleged illegal activities by its \r\nnot to launch a first strike or allow its bomb technology\r\nBush said the United States will remain a reliable \r\nthe president will have during his eight-day,\r\ninvolving China, Japan, Russia, the two Koreas and the\r\nAhead of its Oct. 9 nuclear test, North Korea pledged \r\n',Spam
'Hello professor Hill,\r\n\r\nI was wondering when the questions will be up and how many questions does\r\nthe final have? Will it be covering only php? Or a cumulative of all the\r\nlessons.\r\n',Normal
'Democrats, Bush sought to ease any doubts in the \r\nU.S. - will make genuine progress in ending North \r\nthree-nation Asian trip, which kicked off with a speech\r\nHe said if North Korea chooses a peaceful path, \r\nKorea \"are speaking with one voice.\"\r\nUnited States for alleged illegal activities by its \r\n',Spam
'Will you be using Studio 4 for any purpose on Dec 7?  If so, please advise.  \r\n\r\nYour exam time is scheduled for 7:10-10pm on that day and can be used for a class meeting if you have already given your final exam.\r\n\r\n \r\n\r\nMalcolm McKinney\r\n\r\nCoordinator, Videoconference and ITV Scheduling\r\n\r\nUniversity Learning Resources\r\n\r\nBuilding 4, IS 201\r\n\r\nFlorida Atlantic University\r\n\r\n(561) 297-3698\r\n\r\n \r\n',Normal
'We have ALL popular meds.\r\n- Only FDA Approved Drugs\r\n- Fully Confidential\r\n- Next Day Priority Shipping\r\n- No Doctor Visits\r\n- All countries shipping\r\n- Secure Order\r\n- WHOLESALE PRICE FROM $1.14/PILL\r\n- Discreet Packaging\r\n- Buy in Bulk and Save!\r\n\r\nClick Here ',Spam
'Hi, Everyone,\r\n\r\nI just send you the final and the term project results. If you did not hear\r\nfrom me, it means that I did not receive your submission. I will upload your\r\nfinal grading tomorrow. If you found anything inconsistent, please let me\r\nknow asap.\r\n\r\nThanks\r\n\r\nHill',Normal
